Tipo de Carta,Nombre de Carta,Texto de la Carta,Tipo de Magia,Tipo de Trampa,Tipo de Monstruo,Atributo,Nivel/Rango/Escala/Enlace,ATK,DEF,Fecha de Publicación de la Carta,Rareza,Método de Obtención
Monstruo,HEROE Vision de Incremento,"Si recibes daño de batalla o efecto mientras esta carta está en tu Cementerio: puedes poner en tu Zona de Magia y Trampas esta carta en tu Cementerio como una Trampa Continua boca arriba. Durante la Main Phase, si esta carta se trata como una Trampa Continua: puedes Sacrificar 1 monstruo ""HÉROE""; Invoca esta carta de Modo Especial. Si esta carta es Invocada de Modo Especial desde la Zona de Magia y Trampas: puedes Invocar de Modo Especial, desde tu Deck, 1 monstruo ""HÉROE Visión"" de Nivel 4 o menor. Sólo puedes usar cada efecto de ""HÉROE Visión de Incremento"" una vez por turno.",#,#,Guerrero,Oscuridad,3,900,1100,25/03/2020,SR,Caja Mini
Monstruo,"Lumina, Chaman Luminosa del Atardecer","Una vez por turno: puedes desterrar 1 monstruo ""Luminoso/a"" en tu mano o Cementerio, y después seleccionar 1 de tus monstruos ""Luminoso/a"" que esté desterrado, excepto ""Lumina, Chamán Luminosa del Atardecer""; Invócala de Modo Especial. Una vez por turno, si es activado el efecto de otro monstruo ""Luminoso/a"" tuyo: manda al Cementerio las 3 cartas de la parte superior de tu Deck.",#,#,Lanzador de Conjuros,Oscuridad,3,1000,1000,14/05/2020,UR,Gratis
Monstruo,Gouki Suprex,"Cuando esta carta es Invocada de Modo Normal: puedes Invocar de Modo Especial, desde tu mano, 1 monstruo ""Gouki"". Si esta carta es mandada del Campo al Cementerio: puedes añadir a tu mano 1 carta ""Gouki"" en tu Deck, excepto ""Gouki Suprex"". Sólo puedes usar este efecto de ""Gouki Suprex"" una vez por turno.",#,#,Guerrero,Tierra,4,1800,0,29/05/2020,UR,Caja Mini
Monstruo,Gouki Alzaescorpion,"Si no controlas monstruos, o todos los monstruos que controlas son monstruos ""Gouki"", puedes Invocar esta carta de Modo Normal sin Sacrificar. Si esta carta es mandada del Campo al Cementerio: puedes añadir a tu mano 1 carta ""Gouki"" en tu Deck, excepto ""Gouki Alzaescorpión"". Sólo puedes usar este efecto de ""Gouki Alzaescorpión"" una vez por turno.",#,#,Guerrero,Tierra,5,2300,0,29/05/2020,SR,Caja Mini
Monstruo,Gouki Cobratorcido,"(Efecto Rápido): Puedes Sacrificar 1 monstruo ""Gouki"", y después seleccionar 1 monstruo ""Gouki"" que controles; hasta el final de este turno, éste gana ATK igual al ATK original del monstruo Sacrificado. Si esta carta es mandada del Campo al Cementerio: puedes añadir a tu mano 1 carta ""Gouki"" en tu Deck, excepto ""Gouki Cobratorcido"". Sólo puedes usar cada efecto de ""Gouki Cobratorcido"" una vez por turno.",#,#,Guerrero,Tierra,3,1600,0,29/05/2020,SR,Caja Mini
Monstruo,Madame Vidria Artibruja,"Durante el cálculo de daño, si tu monstruo Lanzador de Conjuros batalla con un monstruo del adversario (Efecto Rápido): puedes mostrar cualquier cantidad de Mágicas con nombres diferentes en tu mano y, si lo haces, hasta el final de este turno, tu monstruo batallante gana 1000 ATK/DEF por cada carta mostrada. (Efecto Rápido): puedes descartar 1 Mágica; hasta el final de este turno, niega los efectos de todos los monstruos boca arriba que tu adversario controle en este momento. Sólo puedes usar cada efecto de ""Madame Vidria Artibruja"" una vez por turno.",#,#,Lanzador de Conjuros,Luz,8,1000,2800,18/06/2020,UR,Caja Grande
Monstruo,Schmietta Artibruja,"Durante la Main Phase (Efecto Rápido): puedes Sacrificar esta carta, y después descarta 1 Mágica; Invoca de Modo Especial, desde tu Deck, 1 monstruo ""Artibruja"", excepto ""Schmietta Artibruja"". Puedes desterrar esta carta en tu Cementerio; manda al Cementerio 1 carta ""Artibruja"" en tu Deck, excepto ""Schmietta Artibruja"". Sólo puedes usar cada efecto de ""Schmietta Artibruja"" una vez por turno.",#,#,Lanzador de Conjuros,Fuego,4,1800,600,18/06/2020,UR,Caja Grande
Monstruo,Pinttora Artibruja,"Durante la Main Phase (Efecto Rápido): puedes Sacrificar esta carta, y después descarta 1 Mágica; Invoca de Modo Especial, desde tu Deck, 1 monstruo ""Artibruja"", excepto ""Pinttora Artibruja"". Puedes desterrar esta carta en tu Cementerio; roba 1 carta, y después manda 1 carta ""Artibruja"" de tu mano al Cementerio o, si no tienes ninguna, destierra tu mano entera. Sólo puedes usar cada efecto de ""Pinttora Artibruja"" una vez por turno.",#,#,Lanzador de Conjuros,Agua,3,1000,1500,18/06/2020,SR,Caja Grande
Monstruo,Predaplanta Spinodionaea,"Si esta carta es Invocada de Modo Normal o Especial: puedes seleccionar 1 monstruo boca arriba que controle tu adversario; pon 1 Contador de Predador en él, y si su Nivel es 2 o mayor, éste se convierte en Nivel 1 mientras tenga un Contador de Predador. Después del cálculo de daño, si esta carta batalló con un monstruo de igual Nivel o menor: puedes Invocar de Modo Especial, desde tu Deck, 1 monstruo ""Predaplanta"", excepto ""Predaplanta Spinodionaea"".",#,#,Planta,Oscuridad,4,1800,0,18/06/2020,R,Caja Grande
Monstruo,Predaplanta Clamidorosolis,"Los monstruos con un Contador de Predador que uses como Materiales de Fusión son tratados como de OSCURIDAD. Durante tu Main Phase: puedes Invocar por Fusión 1 Monstruo de Fusión de OSCURIDAD desde tu Deck Extra, usando esta carta en el Campo y monstruos en tu mano, Campo y/o monstruos con un Contador de Predador que controle tu adversario como Materiales de Fusión. Sólo puedes usar este efecto de ""Predaplanta Clamidorosolis"" una vez por turno.",#,#,Planta,Oscuridad,2,600,200,18/06/2020,R,Caja Grande
Monstruo,Genni Artibruja,"Durante la Main Phase (Efecto Rápido): puedes Sacrificar esta carta y descartar 1 Mágica; Invoca de Modo Especial 1 monstruo ""Artibruja"" desde tu Deck, excepto ""Genni Artibruja"". Puedes desterrar esta carta y 1 Mágica ""Artibruja"" en tu Cementerio; este efecto se convierte en el efecto de esa Mágica cuando esa carta es activada. Sólo puedes usar cada efecto de ""Genni Artibruja"" una vez por turno.",#,#,Lanzador de Conjuros,Viento,1,300,500,29/06/2020,UR,Gratis
Monstruo,Gemmia Artibruja,"(Efecto Rápido): puedes descartar 1 Mágica; Invoca de Modo Especial 1 monstruo ""Artibruja"" en tu mano, excepto ""Gemmia Artibruja"". Puedes Sacrificar esta carta, y después seleccionar 1 monstruo Lanzador de Conjuros en tu Cementerio, excepto ""Gemmia Artibruja""; Invócalo de Modo Especial. Sólo puedes usar cada efecto de ""Gemmia Artibruja"" una vez por turno.",#,#,Lanzador de Conjuros,Luz,5,2000,2300,29/06/2020,UR,Gratis
Monstruo,Avatar del Alto Rey de Fuego Garunix,"Durante la próxima Stanby Phase después de que esta carta fue destruida por el efecto de una carta y mandada al Cementerio: Invoca esta carta de Modo Especial desde el Cementerio. Cuando lo haces: destruye los demás monstruos en el Campo. Cuando esta carta es destruida en batalla y mandada al Cementerio: Invoca de Modo Especial, desde tu Deck, 1 monstruo ""Rey(es) de Fuego"", excepto ""Avatar del Alto Rey de Fuego Garunix"".",#,#,Bestia Alada,Fuego,8,2700,1700,30/06/2020,UR,Estructura
Monstruo,Avatar del Rey de Fuego Garunix,"Si un monstruo ""Rey de Fuego"" boca arriba que controlas es destruido por el efecto de una carta (excepto durante el Damage Step): puedes Invocar esta carta de Modo Especial desde tu mano. Si esta carta en tu posesión es destruida por una carta de tu adversario (ya sea en batalla o por un efecto de carta) y mandada a tu Cementerio: puedes Invocar de Modo Especial, desde tu Deck, 1 monstruo ""Avatar del Rey de Fuego"".",#,#,Bestia Alada,Fuego,3,700,1700,30/06/2020,SR,Estructura
Monstruo,Pintora Meteorologica Nieve,"Cuando esta carta es Invocada de Modo Normal: puedes poner boca arriba en tu Zona de Magia y Trampas 1 Mágica/Trampa ""Meteorológico/a"" en tu Deck. Sólo puedes usar este efecto de ""Pintora Meteorológica Nieve"" una vez por turno. Una vez por turno, durante la Standby Phase del turno después de que esta carta fue desterrada del Campo para activar un efecto de una carta ""Meteorológico/a"": puedes Invocar de Modo Especial esta carta desterrada.",#,#,Hada,Tierra,3,0,2200,31/07/2020,UR,Caja Grande
Monstruo,Pintor Meteorologico Trueno,"Puedes mandar al Cementerio 1 Mágica/Trampa Continua boca arriba que controles; pon boca arriba en tu Zona de Magia y Trampas 1 Mágica/Trampa ""Meteorológico/a"" en tu Deck. Sólo puedes usar este efecto de ""Pintor Meteorológico Trueno"" una vez por turno. Una vez por turno, durante la Standby Phase del turno después de que esta carta fue desterrada del Campo para activar un efecto de una carta ""Meteorológico/a"": puedes Invocar de Modo Especial esta carta desterrada.",#,#,Hada,Luz,3,1700,0,31/07/2020,R,Caja Grande
Monstruo,"Bonzo Karakuri mod. 9763 ""Kunamzan""","Esta carta debe atacar, si puede. Si esta carta es seleccionada para un ataque: cambia la posición de batalla de esta carta. Si esta carta está en tu mano: puedes seleccionar 1 monstruo ""Karakuri"" que controles; cambia su posición de batalla y, si lo haces, Invoca esta carta de Modo Especial como un Cantante, y además, por el resto de este turno no puedes Invocar de Modo Especial monstruos desde el Deck Extra, excepto monstruos Máquina de TIERRA. Sólo puedes usar este efecto de ""Bonzo Karakuri mod. 9763 ""Kunamzan"""" una vez por turno.",#,#,Maquina,Tierra,5,2000,1500,31/08/2020,UR,Caja Mini
Monstruo,Esfinge Triramide,"No puede ser Invocada de Modo Normal/Colocada. Debe ser Invocada de Modo Especial con el efecto de una carta ""Trirámide"" y no puede ser Invocada de Modo Especial de otra forma. Si una o más cartas ""Trirámide"" boca arriba que controlas (excepto ""Esfinge Trirámide"") son destruidas en batalla o por el efecto de una carta: puedes Invocar esta carta de Modo Especial desde tu mano. Mientras controles otra carta ""Trirámide"", esta carta gana 500 ATK y DEF por cada Carta Mágica de Campo con nombre diferente en tu Cementerio, y además los monstruos que controle tu adversario no pueden atacar, excepto para atacar a ""Esfinge Trirámide""",#,#,Roca,Tierra,10,2500,2500,31/08/2020,SR,Caja Mini
Monstruo,Goblindbergh,"Cuando esta carta es Invocada de Modo Normal: puedes Invocar de Modo Especial, desde tu mano, 1 monstruo de Nivel 4 o menor, y además, después de eso, cambiar esta carta a Posición de Defensa.",#,#,Guerrero,Tierra,4,1400,0,29/09/2020,UR,Caja Grande
Monstruo,Onomatopeya Utopica,"(Esta carta se trata siempre como una carta ""Zubaba"", ""Gagaga"", ""Gogogo"" y ""Dododo""). Durante tu Main Phase: puedes Invocar de Modo Especial, desde tu mano, hasta 1 de cada monstruo ""Zubaba"", ""Gagaga"", ""Gogogo"" y/o ""Dododo"", en Posición de Defensa, y además por el resto de este turno no puedes Invocar de Modo Especial desde el Deck Extra, excepto Monstruos Xyz. Sólo puedes usar este efecto de ""Onomatopeya Utópica"" una vez por turno.",#,#,Guerrero,Luz,4,1500,1500,29/09/2020,UR,Caja Grande
Monstruo,Satelcaballero Deneb,"Si esta carta es Invocada: puedes añadir a tu mano 1 monstruo ""telcaballero"" en tu Deck, excepto ""Satelcaballero Deneb"". Sólo puedes utilizar el efecto de ""Satelcaballero Deneb"" una vez por turno.",#,#,Guerrero,Luz,4,1500,1000,29/09/2020,UR,Caja Grande
Monstruo,Zubababancho Gagagabrigo,"Si controlas un monstruo ""Zubaba"" o ""Gagaga"" excepto ""Zubababancho Gagagabrigo"", mientras esta carta esté en tu mano: puedes Invocar esta carta de Modo Especial. Puedes seleccionar 1 monstruo ""Gogogo"" o ""Dododo"" en tu Cementerio; Invócalo de Modo Especial, y además por el resto de este turno no puedes Invocar monstruos de Modo Especial desde el Deck Extra, excepto Monstruos Xyz. Sólo puedes usar cada efecto de ""Zubababancho Gagagabrigo"" una vez por turno.",#,#,Guerrero,Tierra,4,1800,100,29/09/2020,UR,Estructura
Monstruo,D.D Cuervo,Durante el turno de cualquier jugador: puedes descartar al Cementerio esta carta para seleccionar 1 carta en el Cementerio de tu adversario; destierra ese objetivo.,#,#,Bestia Alada,Oscuridad,1,100,100,29/09/2020,UR,Caja Grande
Monstruo,Gagagamante,"Una vez por turno: puedes seleccionar 1 monstruo ""Gagaga"" en tu Cementerio, excepto ""Gagagamante""; Invócalo de Modo Especial, y además por el resto de este turno no puedes Invocar monstruos de Modo Especial, excepto monstruos ""Gagaga"". Si esta carta es desacoplada de un Monstruo Xyz y mandada al Cementerio para activar el efecto de ese monstruo: puedes seleccionar 1 Monstruo Xyz boca arriba que controles; hasta el final de este turno, éste gana 500 ATK.",#,#,Lanzador de Conjuros,Oscuridad,4,100,100,29/09/2020,SR,Estructura
Monstruo,Satelcaballero Altair,"Si esta carta es Invocada: puedes seleccionar 1 monstruo ""telcaballero"" en tu Cementerio, excepto ""Satelcaballero Altair""; Invoca ese monstruo de Modo Especial en Posición de Defensa, pero los monstruos que controles no pueden atacar por el resto de este turno, excepto los monstruos ""telcaballero"". Sólo puedes usar este efecto de ""Satelcaballero Altair"" una vez por turno.",#,#,Guerrero,Luz,4,1700,1300,29/09/2020,SR,Caja Grande
Monstruo,Hermana Gagaga,"Cuando esta carta es Invocada de Modo Normal: puedes añadir a tu mano 1 Carta Mágica/de Trampa ""Gagaga"" en tu Deck. Puedes seleccionar otro monstruo ""Gagaga"" que controles; hasta el final de este turno, los Niveles de ese monstruo y esta carta se convierten en sus Niveles en este momento combinados. Sólo puedes usar este efecto de ""Hermana Gagaga"" una vez por turno.",#,#,Lanzador de Conjuros,Oscuridad,2,200,800,29/09/2020,SR,Caja Grande
Monstruo,Satelcaballero Unukalhai,"Si esta carta es Invocada: puedes mandar al Cementerio 1 carta ""telcaballero"" en tu Deck, excepto ""Satelcaballero Unukalhai"". Sólo puedes usar este efecto de ""Satelcaballero Unukalhai"" una vez por turno.",#,#,Guerrero,Luz,4,1800,1000,29/09/2020,R,Caja Grande
Monstruo,Satelcaballero Vega,"Si esta carta es Invocada: puedes Invocar de Modo Especial 1 monstruo ""telcaballero"" en tu mano, excepto ""Satelcaballero Vega"". Sólo puedes utilizar el efecto de ""Satelcaballero Vega"" una vez por turno.",#,#,Guerrero,Luz,4,1200,1600,29/09/2020,R,Caja Grande
Monstruo,Merlin,"Sólo puedes usar cada efecto de ""Merlín"" una vez por turno. -Puedes Sacrificar esta carta; Invoca de Modo Especial, desde tu Deck, 1 monstruo ""Noble Caballero"". El turno en el que activas este efecto no puedes Invocar monstruos de Modo Especial, excepto monstruos ""Noble Caballero"". -Durante el turno de cualquier jugador: puedes desterrar esta carta en tu Cementerio; inmediatamente después de que se resuelva este efecto, Invoca por Sincronía 1 Monstruo de Sincronía ""Noble Caballero"" usando monstruos que controles. -Durante el turno de cualquier jugador: puedes desterrar esta carta de tu Cementerio; inmediatamente después de que se resuelva este efecto, Invoca Xyz 1 Monstruo Xyz ""Noble Caballero"" usando monstruos que controles.",#,#,Lanzador de Conjuros,Oscuridad,3,1400,500,30/11/2020,SR,Estructura
Monstruo,Avatar del Rey de Fuego Arvata,"Cuando es activado el efecto de un monstruo mientras este monstruo está en el Campo (Efecto Rápido): puedes negar la activación y, si lo haces, destruye otro monstruo de FUEGO en tu mano o Campo. Si esta carta es destruida y mandada al Cementerio: puedes seleccionar 1 monstruo de FUEGO Bestia, Guerrero-Bestia o Bestia Alada en tu Cementerio, excepto ""Avatar del Rey de Fuego Arvata""; Invócalo de Modo Especial, pero ve sus efectos negados y además es destruido durante la End Phase. Sólo puedes usar cada efecto de ""Avatar del Rey de Fuego Arvata"" una vez por turno.",#,#,Guerrero-Bestia,Fuego,4,1800,200,10/12/2020,SR,Caja Mini
Monstruo,Boxeador Indomito Velo,"Cuando recibes daño de batalla: puedes Invocar de Modo Especial esta carta desde tu mano y, si lo haces, gana Life Points igual al daño que recibiste.",#,#,Guerrero,Fuego,4,0,1800,10/12/2020,R,Caja Mini
Monstruo,Conejo Rescatador,"No puede ser Invocado de Modo Especial desde el Deck. Puedes desterrar esta carta boca arriba que controles; Invoca de Modo Especial, desde tu Deck, 2 Monstruos Normales de Nivel 4 o menor con el mismo nombre, pero destrúyelos durante la End Phase. Sólo puedes usar este efecto de ""Conejo Rescatador"" una vez por turno.",#,#,Bestia,Tierra,4,300,100,31/12/2020,UR,Caja Grande
Monstruo,Kagetokage,No puede ser Invocado de Modo Normal/Colocado. Debe ser primero Invocado de Modo Especial por su propio efecto. Cuando Invocas de Modo Normal un monstruo de Nivel 4: puedes Invocar esta carta de Modo Especial desde tu mano. No puede ser usada como Material de Sincronía.,#,#,Reptil,Oscuridad,4,1100,1500,31/12/2020,UR,Caja Grande
Magica,Puerta de Fusion,"Mientras esta carta está en el Campo: el jugador en turno puede Invocar por Fusión 1 Monstruo de Fusión en su Deck Extra, desterrando de su mano o Campo los Materiales de Fusión listados en él",Campo,#,#,#,-1,-1,-1,17/01/2017,UR,Caja Grande
Magica,Controlador de Enemigos,"Activa 1 de estos efectos. -Selecciona 1 monstruo boca arriba que controle tu adversario; cambia la posición de batalla de ese objetivo. -Sacrifica 1 monstruo, y después selecciona 1 monstruo boca arriba que controle tu adversario; toma el control de ese objetivo hasta la End Phase.",Juego Rapido,#,#,#,-1,-1,-1,17/01/2017,SR,Gratis
Magica,Polimerizacion,"Invoca por Fusión 1 Monstruo de Fusión desde tu Deck Extra, usando monstruos en tu mano o Campo como Material de Fusión.",Normal,#,#,#,-1,-1,-1,17/01/2017,SR,Gratis
Magica,Torbellino,"Paga 500 LP, y después selecciona 1 Mágica/Trampa boca arriba en el Campo; destruye ese objetivo.",Juego Rapido,#,#,#,-1,-1,-1,17/01/2017,SR,Caja Grande
Magica,Completar el Contrato,"Activa esta carta pagando 800 LP, y después selecciona 1 Monstruo de Ritual en tu Cementerio; Invócalo de Modo Especial y equípalo con esta carta. Cuando esta carta es destruida, destierra el monstruo equipado.",Equipo,#,#,#,-1,-1,-1,17/01/2017,R,Caja Grande
Magica,Tormenta,"Destruye tantas Mágicas/Trampas que controles como sea posible, y después destruye tantas Mágicas/Trampas que controle tu adversario como sea posible, hasta la cantidad de cartas destruidas por este efecto.",Normal,#,#,#,-1,-1,-1,17/01/2017,R,Gratis
Magica,Golpe de Ases,Lanza una moneda: -Cara: Roba dos cartas. -Cruz: Tu adversario roba 2 cartas.,Normal,#,#,#,-1,-1,-1,17/01/2017,N,Gratis
Magica,Mundo Toon,Activa esta carta pagando 1000 LP.,Continua,#,#,#,-1,-1,-1,17/01/2017,SR,Gratis
Magica,Repeticion Toon,"Selecciona 1 monstruo Toon que controles; este turno, éste puede hacer un segundo ataque durante cada Battle Phase.",Normal,#,#,#,-1,-1,-1,17/01/2017,R,Gratis
Magica,Montaña,"Todos los monstruos Dragón, Bestia Alada y Trueno en el Campo ganan 200 ATK/DEF.",Campo,#,#,#,-1,-1,-1,17/01/2017,R,Gratis
Magica,Ritual de la Ilusion Negra,"Esta carta se usa para la Invocación por Ritual de ""Renunciado"". También debes Sacrificar un monstruo en tu mano o Campo cuyo Nivel sea 1 o más.",Ritual,#,#,#,-1,-1,-1,17/01/2017,R,Gratis
Magica,Yami,"Todos los monstruos Demonio y Lanzador de Conjuros en el Campo ganan 200 ATK/DEF, y además todos los monstruos Hada en el Campo pierden 200 ATK/DEF.",Campo,#,#,#,-1,-1,-1,17/01/2017,R,Gratis
Magica,Medio Cerrado,"Selecciona 1 monstruo boca arriba en el Campo; este turno, éste no puede ser destruido en batalla, y además, hasta el final de este turno, su ATK se reduce a la mitad.",Juego Rapido,#,#,#,-1,-1,-1,17/01/2017,UR,Caja Grande
Magica,Bendicion del Hadita,Esta carta puede ser usada para Invocar por Ritual a cualquier Monstruo de Ritual de LUZ. También debes Sacrificar monstruos en tu mano o Campo cuyos Niveles totales sean exactamente iguales al Nivel del Monstruo Ritual que estés Invocando por Ritual.,Ritual,#,#,#,-1,-1,-1,17/01/2017,R,Caja Grande
Magica,Intercambio de Almas,"Selecciona 1 monstruo que controle tu adversario; este turno, si Sacrificas un monstruo, debe ser ese objetivo, como si tú lo controlaras. No puedes realizar tu Battle Phase en el turno en el que actives esta carta.",Normal,#,#,#,-1,-1,-1,28/02/2017,UR,Caja Grande
Magica,Tabla de Contenidos Toon,"Añade a tu mano, desde tu Deck, 1 carta ""Toon"" o ""Ryu-Ran Manga"".",Normal,#,#,#,-1,-1,-1,17/01/2017,SR,Gratis
Magica,Cartas de la Piedra Roja,"Manda al Cementerio 1 monstruo ""Ojos Rojos"" de Nivel 7 en tu mano; roba 2 cartas, y después puedes mandar al Cementerio 1 monstruo ""Ojos Rojos"" de Nivel 7 en tu Deck. Sólo puedes activar 1 ""Cartas de la Piedra Roja"" por turno.",Normal,#,#,#,-1,-1,-1,13/06/2017,R,Caja Grande
Magica,Emblema de Destructor de Dragones,"Añade 1 ""Buster Blader"" de tu Deck o tu Cementerio a tu mano.",Normal,#,#,#,-1,-1,-1,13/06/2017,R,Caja Grande
Magica,Ordenando el Libro de Magia,"Mira las 3 cartas superiores de tu Deck, y después devuélvelas a la parte superior del Deck en cualquier orden.",Juego Rapido,#,#,#,-1,-1,-1,13/06/2017,N,Caja Grande
Magica,Muausoleo del Emperador,Durante cualquier Main Phase: el jugador activo puede pagar 1000 LP x la cantidad de monstruos que normalmente se necesitarían para la Invocación por Sacrificio de un monstruo (máx. 2000); ese jugador Invoca de Modo Normal/Coloca ese monstruo sin Sacrificar. (Ésta es su única Invocación Normal/Colocada de ese turno. No es una Invocación por Sacrificio).,Campo,#,#,#,-1,-1,-1,29/01/2017,SR,Gratis
Magica,Super Apuro de Cabeza,"Selecciona 1 monstruo boca arriba que controles y declara 1 Atributo; si este turno ese objetivo batalla con un monstruo de tu adversario que tiene ese Atributo, destruye ese monstruo de tu adversario al comienzo del Damage Step.",Juego Rapido,#,#,#,-1,-1,-1,11/07/2017,SR,Caja Mini
Magica,Isla del Rey de Fuego,"Si esta carta boca arriba en la Zona del Campo es mandada al Cementerio o desterrada: destruye todos los monstruos que controles. Sólo puedes usar 1 de los siguientes efectos de ""Isla del Rey de Fuego"" una vez por turno, y solamente una vez ese turno. -Durante tu Main Phase: puedes destruir 1 monstruo en tu mano o que controles y, si lo haces, añade a tu mano 1 monstruo ""Rey de Fuego"" en tu Deck. -Si no controlas monstruos: puedes Invocar de Modo Especial, desde tu mano, 1 monstruo de FUEGO de Tipo Bestia Alada.",Campo,#,#,#,-1,-1,-1,11/07/2017,R,Caja Mini
Magica,Perspicacia de Ojos Rojos,"Manda al Cementerio 1 monstruo ""Ojos Rojos"" en tu mano o Deck; añade a tu mano 1 Mágica/Trampa ""Ojos Rojos"" en tu Deck, excepto ""Perspicacia de Ojos Rojos"". Sólo puedes activar 1 ""Perspicacia de Ojos Rojos"" por turno.",Normal,#,#,#,-1,-1,-1,03/06/2017,SR,Gratis
Magica,Flechas Anti-Hechizo,"Al comienzo de la Battle Phase: por el resto de este turno, después de que se resuelva esta carta, ningún jugador puede activar Cartas Mágicas/de Trampa, o sus efectos. Ningún jugador puede activar cartas o efectos en respuesta a la activación de esta carta.",Juego Rapido,#,#,#,-1,-1,-1,03/06/2017,SR,Gratis
Magica,Disparador de Gravedad,"Sólo puedes equipar esta carta a un monstruo de Tipo Máquina. Una vez por turno: puede activar este efecto; ese monstruo gana 400 ATK permanentemente. (Esta ganancia de ATK permanece aún si esta carta deja el Campo o el monstruo deja de ser afectado por efectos de cartas). Si el monstruo batalla con un monstruo de tu adversario, el efecto de ese monstruo es negado, sólo durante la Battle Phase.",Equipo,#,#,#,-1,-1,-1,03/06/2017,SR,Gratis
Magica,Ritual Absoluto del Angel Mecanico,"Esta carta puede ser usada para Invocar por Ritual a cualquier Monstruo de Ritual ""Ciber Ángel"". También debes Sacrificar monstruos en tu mano o Campo y/o barajar al Deck monstruos de Tipo Hada o Guerrero en tu Cementerio, cuya cantidad de Niveles sea exactamente igual al Nivel del Monstruo de Ritual que estás Invocando por Ritual.",Ritual,#,#,#,-1,-1,-1,28/09/2017,SR,Gratis
Magica,Ritual del Angel Mecanico,"Esta carta puede ser usada para Invocar por Ritual cualquier Monstruo de Ritual ""Ciber Ángel"". También debes Sacrificar monstruos en tu mano o Campo, cuyos Niveles totales sumen o excedan el Nivel del Monstruo de Ritual que Invoques por Ritual. Si uno o más monstruos de LUZ que controlas fueran a ser destruidos en batalla o por efecto de una carta mientras esta carta está en tu Cementerio, puedes desterrar esta carta en su lugar.",Ritual,#,#,#,-1,-1,-1,28/09/2017,R,Gratis
Magica,Caliz Prohibido,"Selecciona 1 monstruo boca arriba en el Campo; hasta el final de este turno, ese objetivo gana 400 ATK, pero sus efectos son negados.",Juego Rapido,#,#,#,-1,-1,-1,18/10/2017,SR,Caja Mini
Magica,Castillo de Mecanismo Antiguo,"Todos los monstruos ""Mecanismo Antiguo"" ganan 300 ATK. Cada vez que un monstruo es Invocado de Modo Normal/Colocado, pon 1 contador en esta carta. Si Invocas boca arriba por Sacrificio un monstruo ""Mecanismo Antiguo"", puedes Sacrificar esta carta en su lugar, si el número de sus contadores es igual o mayor al número de Sacrificios requerido.",Continua,#,#,#,-1,-1,-1,28/09/2017,SR,Gratis
Magica,Reino Toon,"Cuando esta carta es activada: destierra 3 cartas de la parte superior de tu Deck, boca abajo. Mientras esté en la Zona del Campo, el nombre de esta carta se convierte en ""Mundo Toon"". Tu adversario no puede seleccionar con efectos de cartas a monstruos Toon que controles. Si uno o más monstruos Toon que controlas fueran a ser destruidos en batalla o por efecto de una carta, puedes, en su lugar, desterrar 1 carta de la parte superior de tu Deck, boca abajo, por cada uno de esos monstruos.",Campo,#,#,#,-1,-1,-1,11/07/2017,UR,Gratis
Magica,Ciclon del Cosmos,"Paga 1000 LP, y despues selecciona 1 Carta Magica/de Trampa en el Campo; destierrala.",Juego Rapido,#,#,#,-1,-1,-1,07/11/2017,UR,Caja Grande
Magica,Descanso de las Bestias Gladiador,"Baraja al Deck 2 cartas 'Bestia Gladiador' en tu mano, y después roba 3 cartas.",Normal,#,#,#,-1,-1,-1,07/11/2017,R,Caja Grande
Magica,Himno de Luz,"Esta carta es usada para Invocar por Ritual a ""Saffira, Reina de Dragones"". También debes Sacrificar monstruos en tu mano o Campo cuyos Niveles totales sean 6 o más. Si uno o más Monstruos de Ritual que controlas fuera a ser destruido en batalla o por efecto de una carta mientras esta carta está en tu Cementerio, puedes desterrar esta carta en su lugar.",Ritual,#,#,#,-1,-1,-1,07/11/2017,R,Caja Grande
Magica,Neo Espacio,"Aumenta en 500 puntos el ATK de ""Héroe Elemental Neos"" y de todos los Monstruos de Fusión que nombren a ""Héroe Elemental Neos"" como Monstruo Material de Fusión. Los Monstruos de Fusión que nombren a ""Héroe Elemental Neos"" como uno de sus Monstruos Material de Fusión no tienen que activar los efectos que los devuelven al Deck Extra durante la End Phase.",Campo,#,#,#,-1,-1,-1,07/11/2017,R,Caja Grande
Magica,Alabarda de Guerra de las Bestias Gladiador,"Sólo puedes equipar esta carta a un monstruo ""Bestia Gladiador"". Cuando ese monstruo ataca, destruye 1 Carta Mágica o de Trampa al final del Damage Step. Cuando el monstruo equipado es devuelto de tu Campo al Deck y esta carta es mandada al Cementerio, devuélvela a tu mano.",Equipo,#,#,#,-1,-1,-1,07/11/2017,N,Caja Grande
Magica,Gladio de Batalla de las Bestias Gladiador,"Sólo puedes equipar esta carta a un monstruo ""Bestia Gladiador"". El monstruo gana 300 ATK. Cuando el monstruo equipado es devuelto de tu Campo al Deck y esta carta es mandada al Cementerio, devuélvela a tu mano.",Equipo,#,#,#,-1,-1,-1,07/11/2017,N,Caja Grande
Magica,Contacto Milagroso,"Baraja al Deck, desde tu mano, Campo o Cementerio, los Materiales de Fusión listados en un Monstruo de Fusión ""HÉROE Elemental"" que nombre a ""HÉROE Elemental Neos"" como Material de Fusión, y después Invoca ese Monstruo de Fusión de Modo Especial, desde tu Deck Extra, ignorando sus condiciones de Invocación.",Normal,#,#,#,-1,-1,-1,07/11/2017,UR,Gratis
